PE IR                   SPECTRUM    ASCII       PEDS        1.60        
  -1
SEBO0012.ASC
12/05/18
10:57:47.00
12/05/18
10:57:47.00
Administrator

4000.000000
32









SPECTRUM 100N,CPU32 MAIN 00.03.3299 21-OCTOBER-2008 15:06:46
INGAAS
NIR
CAF2
79458
1.000000

4.000000
STRONG
RATIO
SPECTRUM
MAGNITUDE
REFLECTANCE
DOUBLE

COMBINED


0


#HDR
-1
-1
#GR
CM-1
A
0.00000011920928955078
0.0
10000.000000
-1.000000
6001
8
1.082335
-0.038405
#DATA
10000.000000	-0.035191 
9999.000000	 -0.035193 
9998.000000	 -0.035053 
9997.000000	 -0.034828 
9996.000000	 -0.034643 
9995.000000	 -0.034597 
9994.000000	 -0.034704 
9993.000000	 -0.034910 
9992.000000	 -0.035123 
9991.000000	 -0.035262 
9990.000000	 -0.035277 
9989.000000	 -0.035161 
9988.000000	 -0.034969 
9987.000000	 -0.034800 
9986.000000	 -0.034759 
9985.000000	 -0.034896 
9984.000000	 -0.035168 
9983.000000	 -0.035457 
9982.000000	 -0.035634 
9981.000000	 -0.035631 
9980.000000	 -0.035475 
9979.000000	 -0.035251 
9978.000000	 -0.035051 
9977.000000	 -0.034921 
9976.000000	 -0.034866 
9975.000000	 -0.034874 
9974.000000	 -0.034923 
9973.000000	 -0.034985 
9972.000000	 -0.035019 
9971.000000	 -0.034990 
9970.000000	 -0.034897 
9969.000000	 -0.034794 
9968.000000	 -0.034761 
9967.000000	 -0.034843 
9966.000000	 -0.035005 
9965.000000	 -0.035142 
9964.000000	 -0.035166 
9963.000000	 -0.035074 
9962.000000	 -0.034967 
9961.000000	 -0.034960 
9960.000000	 -0.035091 
9959.000000	 -0.035289 
9958.000000	 -0.035444 
9957.000000	 -0.035503 
9956.000000	 -0.035509 
9955.000000	 -0.035546 
9954.000000	 -0.035649 
9953.000000	 -0.035751 
9952.000000	 -0.035735 
9951.000000	 -0.035541 
9950.000000	 -0.035233 
9949.000000	 -0.034978 
9948.000000	 -0.034917 
9947.000000	 -0.035064 
9946.000000	 -0.035286 
9945.000000	 -0.035405 
9944.000000	 -0.035325 
9943.000000	 -0.035088 
9942.000000	 -0.034829 
9941.000000	 -0.034657 
9940.000000	 -0.034584 
9939.000000	 -0.034545 
9938.000000	 -0.034478 
9937.000000	 -0.034381 
9936.000000	 -0.034299 
9935.000000	 -0.034254 
9934.000000	 -0.034216 
9933.000000	 -0.034150 
9932.000000	 -0.034083 
9931.000000	 -0.034111 
9930.000000	 -0.034321 
9929.000000	 -0.034683 
9928.000000	 -0.035040 
9927.000000	 -0.035205 
9926.000000	 -0.035114 
9925.000000	 -0.034879 
9924.000000	 -0.034702 
9923.000000	 -0.034712 
9922.000000	 -0.034865 
9921.000000	 -0.035000 
9920.000000	 -0.034973 
9919.000000	 -0.034777 
9918.000000	 -0.034513 
9917.000000	 -0.034291 
9916.000000	 -0.034142 
9915.000000	 -0.034024 
9914.000000	 -0.033903 
9913.000000	 -0.033802 
9912.000000	 -0.033776 
9911.000000	 -0.033849 
9910.000000	 -0.033985 
9909.000000	 -0.034122 
9908.000000	 -0.034226 
9907.000000	 -0.034309 
9906.000000	 -0.034397 
9905.000000	 -0.034491 
9904.000000	 -0.034574 
9903.000000	 -0.034642 
9902.000000	 -0.034718 
9901.000000	 -0.034828 
